,tweet_id,timestamp,source,text,retweeted_status_timestamp,rating_numerator,rating_denominator,name,retweet_count,retweeted,tweet_favourite_count,tweet_hashtags,year_month,dogtionary
11,889880896479866881,2017-07-25 16:11:53 +0000,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,,13,10,Bruno,5156,False,28268,,2017-07,
12,889665388333682689,2017-07-25 01:55:32 +0000,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,13,10,None,8538,False,38818,,2017-07,puppo
13,889638837579907072,2017-07-25 00:10:02 +0000,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,,12,10,Ted,4735,False,27672,,2017-07,
14,889531135344209921,2017-07-24 17:02:04 +0000,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,,13,10,Stuart,2321,False,15359,BarkWeek,2017-07,puppo
15,889278841981685760,2017-07-24 00:19:32 +0000,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,,13,10,Oliver,5637,False,25652,BarkWeek,2017-07,
16,888917238123831296,2017-07-23 00:22:39 +0000,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,,12,10,Jim,4709,False,29611,,2017-07,
17,888804989199671297,2017-07-22 16:56:37 +0000,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,13,10,Zeke,4559,False,26080,,2017-07,
18,888554962724278272,2017-07-22 00:23:06 +0000,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,13,10,Ralphus,3732,False,20290,,2017-07,
19,888078434458587136,2017-07-20 16:49:33 +0000,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,12,10,Gerald,3653,False,22201,,2017-07,
20,887705289381826560,2017-07-19 16:06:48 +0000,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,13,10,Jeffrey,5609,False,30779,,2017-07,
21,887517139158093824,2017-07-19 03:39:09 +0000,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,14,10,such,12082,False,46959,,2017-07,
22,887473957103951883,2017-07-19 00:47:34 +0000,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,13,10,Canela,18781,False,69871,,2017-07,
23,887343217045368832,2017-07-18 16:08:03 +0000,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,13,10,None,10737,False,34222,,2017-07,
24,887101392804085760,2017-07-18 00:07:08 +0000,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,12,10,None,6167,False,31061,,2017-07,
25,886983233522544640,2017-07-17 16:17:36 +0000,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,13,10,Maya,8084,False,35859,,2017-07,
26,886736880519319552,2017-07-16 23:58:41 +0000,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,13,10,Mingus,3443,False,12306,,2017-07,
27,886680336477933568,2017-07-16 20:14:00 +0000,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,13,10,Derek,4610,False,22798,,2017-07,
28,886366144734445568,2017-07-15 23:25:31 +0000,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,12,10,Roscoe,3316,False,21524,,2017-07,pupper
29,886267009285017600,2017-07-15 16:51:35 +0000,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,12,10,None,4,False,117,,2017-07,
30,886258384151887873,2017-07-15 16:17:19 +0000,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,13,10,Waffles,6523,False,28469,,2017-07,
31,886054160059072513,2017-07-15 02:45:48 +0000,Twitter for iPhone,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,2017-07-15 02:44:07 +0000,12,10,None,108,True,0,BATP,2017-07,
32,885984800019947520,2017-07-14 22:10:11 +0000,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,12,10,Jimbo,7097,False,33382,,2017-07,
33,885528943205470208,2017-07-13 15:58:47 +0000,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,13,10,Maisey,6683,False,36689,,2017-07,
34,885518971528720385,2017-07-13 15:19:09 +0000,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,,14,10,None,3899,False,20788,,2017-07,
35,885311592912609280,2017-07-13 01:35:06 +0000,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,2017-02-12 01:04:29 +0000,13,10,Lilly,19297,True,0,,2017-07,
36,885167619883638784,2017-07-12 16:03:00 +0000,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,13,10,None,4556,False,22367,,2017-07,
37,884925521741709313,2017-07-12 00:01:00 +0000,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,12,10,Earl,16439,False,68152,,2017-07,
38,884876753390489601,2017-07-11 20:47:12 +0000,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,13,10,Lola,6096,False,28514,,2017-07,
39,884562892145688576,2017-07-11 00:00:02 +0000,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,13,10,Kevin,5100,False,24765,,2017-07,
40,884441805382717440,2017-07-10 15:58:53 +0000,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,14,10,None,5856,False,27478,,2017-07,
41,884247878851493888,2017-07-10 03:08:17 +0000,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,,13,10,None,21298,False,74423,,2017-07,
42,884162670584377345,2017-07-09 21:29:42 +0000,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,12,10,Yogi,3128,False,20771,,2017-07,doggo
43,883838122936631299,2017-07-09 00:00:04 +0000,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,12,10,Noah,3586,False,22349,,2017-07,
44,883482846933004288,2017-07-08 00:28:19 +0000,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,5,10,Bella,10407,False,46860,,2017-07,
45,883360690899218434,2017-07-07 16:22:55 +0000,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,13,10,Grizzwald,3825,False,22986,,2017-07,floofer
46,883117836046086144,2017-07-07 00:17:54 +0000,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,13,10,None,6949,False,37914,,2017-07,
47,882992080364220416,2017-07-06 15:58:11 +0000,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,13,10,Rusty,4122,False,24445,,2017-07,
48,882762694511734784,2017-07-06 00:46:41 +0000,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,12,10,Gus,5134,False,28903,,2017-07,pupper
49,882627270321602560,2017-07-05 15:48:34 +0000,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,13,10,Stanley,6342,False,28382,,2017-07,
50,882268110199369728,2017-07-04 16:01:23 +0000,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,13,10,Alfy,12118,False,45880,,2017-07,
51,882045870035918850,2017-07-04 01:18:17 +0000,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",,13,10,Koko,5203,False,29900,,2017-07,
52,881906580714921986,2017-07-03 16:04:48 +0000,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,,12,10,Rey,3533,False,24773,,2017-07,
53,881666595344535552,2017-07-03 00:11:11 +0000,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,13,10,Gary,11099,False,51522,,2017-07,pupper
54,881633300179243008,2017-07-02 21:58:53 +0000,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,13,10,None,7,False,129,,2017-07,
55,881536004380872706,2017-07-02 15:32:16 +0000,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,14,10,a,16570,False,50199,,2017-07,pupper
56,881268444196462592,2017-07-01 21:49:04 +0000,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,,12,10,Elliot,5358,False,23501,Canada150,2017-07,
57,880935762899988482,2017-06-30 23:47:07 +0000,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,,13,10,Louis,2886,False,17346,,2017-06,
58,880872448815771648,2017-06-30 19:35:32 +0000,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,12,10,None,3989,False,21734,,2017-06,
59,880465832366813184,2017-06-29 16:39:47 +0000,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,,12,10,Bella,6546,False,29075,,2017-06,
60,880221127280381952,2017-06-29 00:27:25 +0000,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,,12,10,Jesse,4436,False,27640,,2017-06,
61,880095782870896641,2017-06-28 16:09:20 +0000,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,11,10,None,4533,False,28150,,2017-06,
62,879862464715927552,2017-06-28 00:42:13 +0000,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,,13,10,Romeo,3642,False,22667,,2017-06,
63,879674319642796034,2017-06-27 12:14:36 +0000,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,,14,10,None,10,False,315,,2017-06,
64,879492040517615616,2017-06-27 00:10:17 +0000,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,,12,10,Bailey,3323,False,23822,,2017-06,
65,879415818425184262,2017-06-26 19:07:24 +0000,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,,13,10,Duddles,45849,False,107956,,2017-06,
66,879376492567855104,2017-06-26 16:31:08 +0000,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,,12,10,Jack,3261,False,17099,,2017-06,
67,879130579576475649,2017-06-26 00:13:58 +0000,Twitter for iPhone,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,2017-06-23 01:10:23 +0000,14,10,Emmy,7181,True,0,,2017-06,
68,879050749262655488,2017-06-25 18:56:45 +0000,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,,11,10,Steven,4941,False,23022,,2017-06,
69,879008229531029506,2017-06-25 16:07:47 +0000,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,,13,10,Beau,2812,False,19317,,2017-06,
70,878776093423087618,2017-06-25 00:45:22 +0000,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,,13,10,Snoopy,4319,False,19763,PrideMonthPuppo,2017-06,
71,878604707211726852,2017-06-24 13:24:20 +0000,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,,13,10,None,7582,False,30931,,2017-06,
72,878404777348136964,2017-06-24 00:09:53 +0000,Twitter for iPhone,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",2017-06-23 16:00:04 +0000,13,10,Shadow,1349,True,0,,2017-06,
73,878316110768087041,2017-06-23 18:17:33 +0000,Twitter for iPhone,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,2015-11-24 03:51:38 +0000,11,10,Terrance,6965,True,0,,2017-06,
74,878281511006478336,2017-06-23 16:00:04 +0000,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",,13,10,Shadow,1349,False,7913,,2017-06,
75,878057613040115712,2017-06-23 01:10:23 +0000,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,,14,10,Emmy,7181,False,42876,,2017-06,
76,877736472329191424,2017-06-22 03:54:17 +0000,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,,13,10,Aja,17300,False,71144,,2017-06,
77,877611172832227328,2017-06-21 19:36:23 +0000,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,2017-06-19 17:14:49 +0000,14,10,None,83,True,0,,2017-06,pupper
78,877556246731214848,2017-06-21 15:58:08 +0000,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,,12,10,Penny,3994,False,23258,,2017-06,
79,877316821321428993,2017-06-21 00:06:44 +0000,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",,13,10,Dante,5414,False,27907,,2017-06,
80,877201837425926144,2017-06-20 16:29:50 +0000,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,,12,10,Nelly,5880,False,27755,,2017-06,
81,876838120628539392,2017-06-19 16:24:33 +0000,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,,12,10,Ginger,3506,False,21125,,2017-06,pupper
82,876537666061221889,2017-06-18 20:30:39 +0000,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,,14,10,None,4800,False,23869,,2017-06,doggo
83,876484053909872640,2017-06-18 16:57:37 +0000,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,,13,10,Benedict,2511,False,19163,,2017-06,
84,876120275196170240,2017-06-17 16:52:05 +0000,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",,13,10,Venti,4903,False,28490,,2017-06,puppo
85,875747767867523072,2017-06-16 16:11:53 +0000,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",,13,10,Goose,4497,False,25773,,2017-06,
86,875144289856114688,2017-06-15 00:13:52 +0000,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,,13,10,Nugget,5081,False,22185,,2017-06,
87,875097192612077568,2017-06-14 21:06:43 +0000,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,,13,10,None,6342,False,27997,,2017-06,
88,875021211251597312,2017-06-14 16:04:48 +0000,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,12,10,None,4922,False,26022,,2017-06,
89,874680097055178752,2017-06-13 17:29:20 +0000,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,,12,10,Cash,4875,False,28439,,2017-06,
90,874434818259525634,2017-06-13 01:14:41 +0000,Twitter for iPhone,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,2017-05-21 16:48:45 +0000,12,10,Coco,15546,True,0,,2017-06,
91,874296783580663808,2017-06-12 16:06:11 +0000,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,,13,10,Jed,4308,False,26651,,2017-06,pupper
92,874057562936811520,2017-06-12 00:15:36 +0000,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",,12,10,None,4125,False,23134,,2017-06,
93,874012996292530176,2017-06-11 21:18:31 +0000,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",,13,10,Sebastian,11007,False,35501,PrideMonth,2017-06,puppo
94,873697596434513921,2017-06-11 00:25:14 +0000,Twitter for iPhone,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,2017-05-28 17:23:24 +0000,14,10,Walter,12518,True,0,,2017-06,
95,873580283840344065,2017-06-10 16:39:04 +0000,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",,13,10,None,4143,False,24837,,2017-06,
96,873337748698140672,2017-06-10 00:35:19 +0000,Twitter for iPhone,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",2017-06-09 16:22:42 +0000,12,10,Sierra,1667,True,0,,2017-06,pupper
97,873213775632977920,2017-06-09 16:22:42 +0000,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",,12,10,Sierra,1667,False,7467,,2017-06,pupper
98,872967104147763200,2017-06-09 00:02:31 +0000,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,,12,10,None,5669,False,28031,,2017-06,doggo
99,872820683541237760,2017-06-08 14:20:41 +0000,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",,13,10,None,3884,False,15029,dogsatpollingstations,2017-06,
100,872668790621863937,2017-06-08 04:17:07 +0000,Twitter for iPhone,"RT @loganamnosis: Penelope here is doing me quite a divertir. Well done, @dog_rates! Loving the pupdate. 14/10, je jouerais de nouveau. htt…",2017-06-08 03:32:35 +0000,14,10,None,31,True,0,,2017-06,
101,872620804844003328,2017-06-08 01:06:27 +0000,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,,13,10,Monkey,3911,False,21309,PrideMonth,2017-06,
102,872486979161796608,2017-06-07 16:14:40 +0000,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,,12,10,None,9429,False,41606,,2017-06,
103,872261713294495745,2017-06-07 01:19:32 +0000,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,,13,10,Harry,6649,False,35085,,2017-06,
104,872122724285648897,2017-06-06 16:07:15 +0000,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,,12,10,Kody,8549,False,35324,,2017-06,
105,871879754684805121,2017-06-06 00:01:46 +0000,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,,13,10,Lassie,11918,False,39090,PrideMonth,2017-06,puppo
106,871762521631449091,2017-06-05 16:15:56 +0000,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,,12,10,Rover,3678,False,20787,,2017-06,pupper
107,871515927908634625,2017-06-04 23:56:03 +0000,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,,12,10,Napolean,3628,False,20730,,2017-06,doggo
108,871166179821445120,2017-06-04 00:46:17 +0000,Twitter for iPhone,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,2017-03-13 00:02:39 +0000,12,10,Dawn,5991,True,0,,2017-06,
109,871102520638267392,2017-06-03 20:33:19 +0000,Twitter for iPhone,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,,14,10,None,5764,False,21461,,2017-06,doggo
